topology,class,current,object,num_d1,num_d2,num_d3,eff_n1,eff_n2,eff_n3,coefficient
"c_photon","single_line_G2","B","b_spectator",1,1,0,0,0,4,"(I*mb^3)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,2,0,1,-1,4,"((-I)*mb^3)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,1,0,1,3,"((-2*I)*mb^3)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,1,1,1,0,3,"((2*I)*mb^3)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"((-I)*mb^5)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"(I*mb^5)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,1,0,0,0,4,"((-I)*mb^2*mc)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,2,0,1,-1,4,"(I*mb^2*mc)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,1,0,1,3,"(I*mb^2*mc)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,1,1,1,0,3,"((-I)*mb^2*mc)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"(I*mb^4*mc)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"((-I)*mb^4*mc)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,1,0,1,3,"(I*mb*mc^2)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,1,1,1,0,3,"((-I)*mb*mc^2)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"(I*mb^3*mc^2)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"((-I)*mb^3*mc^2)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"((-I)*mb^2*mc^3)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"(I*mb^2*mc^3)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,1,0,1,3,"(I*mb*p2)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,1,1,1,0,3,"((-I)*mb*p2)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"(I*mb^3*p2)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"((-I)*mb^3*p2)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"((-I)*mb^2*mc*p2)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"(I*mb^2*mc*p2)/((mb + mc)*pq^2)"
"c_photon","single_line_G2","B","b_spectator",1,0,1,0,1,3,"((4*I)*mb)/((mb + mc)*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,1,1,0,3,"((-2*I)*mb)/((mb + mc)*pq)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"((4*I)*mb^3)/((mb + mc)*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"((-2*I)*mb^3)/((mb + mc)*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"((4*I)*mb^2*mc)/((mb + mc)*pq)"
"c_photon","single_line_G2","B","b_spectator",0,0,1,1,1,3,"((-4*I)*mb*mc^2)/((mb + mc)*pq)"
"c_photon","single_line_G2","B","b_spectator",0,0,0,1,1,4,"((-4*I)*mb^3*mc^2)/((mb + mc)*pq)"
"c_photon","single_line_G2","B","b_spectator",0,0,0,1,1,4,"((4*I)*mb^2*mc^3)/((mb + mc)*pq)"
"c_photon","single_line_G2","B","b_spectator",1,1,1,0,0,3,"((2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,2,1,1,-1,3,"((-2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",1,0,2,0,1,2,"((-2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,2,1,0,2,"((2*I)*mb)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",1,1,0,0,0,4,"((2*I)*mb^3)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,2,0,1,-1,4,"((-2*I)*mb^3)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",1,0,1,0,1,3,"((-4*I)*mb^3)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,1,1,0,3,"((4*I)*mb^3)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"((-2*I)*mb^5)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"((2*I)*mb^5)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",1,1,0,0,0,4,"((-2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,2,0,1,-1,4,"((2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",1,0,1,0,1,3,"((2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,1,1,0,3,"((-2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"((2*I)*mb^4*mc)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"((-2*I)*mb^4*mc)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",1,0,1,0,1,3,"((2*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,1,1,0,3,"((-2*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"((2*I)*mb^3*mc^2)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"((-2*I)*mb^3*mc^2)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",1,0,0,0,1,4,"((-2*I)*mb^2*mc^3)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,1,0,1,0,4,"((2*I)*mb^2*mc^3)/(mb*p2*pq + mc*p2*pq)"
"c_photon","single_line_G2","B","b_spectator",0,0,0,1,1,4,"((2*I)*mb^2*mc*pq)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","A","c_spectator",1,0,0,3,1,1,"((4*I)*mb*mc)/p2"
"bbar_photon","single_line_G2","A","c_spectator",0,1,0,4,0,1,"((-2*I)*mc^2)/p2"
"bbar_photon","single_line_G2","A","c_spectator",0,0,0,4,1,1,"((-2*I)*mb^2*mc^2)/p2"
"bbar_photon","single_line_G2","A","c_spectator",0,0,0,4,1,1,"((4*I)*mb*mc^3)/p2"
"bbar_photon","single_line_G2","A","c_spectator",1,1,0,3,0,1,"(I*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",0,2,0,4,-1,1,"((-1/2*I)*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",1,0,1,3,1,0,"((-I)*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",0,1,1,4,0,0,"(I*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",0,0,2,4,1,-1,"((-1/2*I)*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",0,1,0,4,0,1,"((-I)*mb^2*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",0,0,1,4,1,0,"(I*mb^2*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",0,1,0,4,0,1,"(I*mc^4)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",0,0,1,4,1,0,"((-I)*mc^4)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",0,1,0,4,0,1,"((-I)*mc^2*p2)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",0,0,1,4,1,0,"(I*mc^2*p2)/pq^2"
"bbar_photon","single_line_G2","A","c_spectator",0,1,0,4,0,1,"((2*I)*mc^2)/pq"
"bbar_photon","single_line_G2","A","c_spectator",0,0,1,4,1,0,"((-2*I)*mc^2)/pq"
"bbar_photon","single_line_G2","A","c_spectator",0,0,0,4,1,1,"((4*I)*mb^2*mc^2)/pq"
"bbar_photon","single_line_G2","A","c_spectator",1,1,0,3,0,1,"((-2*I)*mc^2)/(p2*pq)"
"bbar_photon","single_line_G2","A","c_spectator",0,2,0,4,-1,1,"((2*I)*mc^2)/(p2*pq)"
"bbar_photon","single_line_G2","A","c_spectator",0,1,0,4,0,1,"((2*I)*mb^2*mc^2)/(p2*pq)"
"bbar_photon","single_line_G2","A","c_spectator",0,1,0,4,0,1,"((-2*I)*mc^4)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,0,1,3,1,"((-2*I)*mb^2)/p2"
"bbar_photon","single_line_G2","A","b_before_photon",0,0,0,1,4,1,"((-2*I)*mb^4)/p2"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,0,1,3,1,"((4*I)*mb*mc)/p2"
"bbar_photon","single_line_G2","A","b_before_photon",0,0,0,1,4,1,"((4*I)*mb^3*mc)/p2"
"bbar_photon","single_line_G2","A","b_before_photon",1,1,0,0,3,1,"(I*mb^2)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,2,0,1,2,1,"(((-3*I)/2)*mb^2)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",1,0,1,0,4,0,"((-I)*mb^2)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,1,1,3,0,"((2*I)*mb^2)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,0,2,1,4,-1,"((-1/2*I)*mb^2)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,0,1,3,1,"((-I)*mb^4)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,0,1,1,4,0,"(I*mb^4)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,2,0,1,2,1,"((-I)*mb*mc)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,1,1,3,0,"(I*mb*mc)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,0,1,3,1,"(I*mb^2*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,0,1,1,4,0,"((-I)*mb^2*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,0,1,3,1,"((-I)*mb^2*p2)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,0,1,1,4,0,"(I*mb^2*p2)/pq^2"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,0,1,3,1,"((6*I)*mb^2)/pq"
"bbar_photon","single_line_G2","A","b_before_photon",0,0,1,1,4,0,"((-2*I)*mb^2)/pq"
"bbar_photon","single_line_G2","A","b_before_photon",0,0,0,1,4,1,"((4*I)*mb^4)/pq"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,0,1,3,1,"((-2*I)*mb*mc)/pq"
"bbar_photon","single_line_G2","A","b_before_photon",1,1,0,0,3,1,"((2*I)*mb*mc)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_before_photon",0,2,0,1,2,1,"((-2*I)*mb*mc)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,0,1,3,1,"((-2*I)*mb^3*mc)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_before_photon",0,1,0,1,3,1,"((2*I)*mb*mc^3)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",0,1,0,1,0,4,"((-2*I)*mb^2)/p2"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,0,1,1,4,"((-2*I)*mb^4)/p2"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,0,1,1,4,"((4*I)*mb^3*mc)/p2"
"bbar_photon","single_line_G2","A","b_after_photon",1,1,0,0,0,4,"(I*mb^2)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,2,0,1,-1,4,"((-1/2*I)*mb^2)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",1,0,1,0,1,3,"((-I)*mb^2)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,2,1,1,2,"((I/2)*mb^2)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,1,0,1,0,4,"((-I)*mb^4)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,1,1,1,3,"(I*mb^4)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,1,1,1,0,3,"(I*mb*mc)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,2,1,1,2,"((-I)*mb*mc)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,1,0,1,0,4,"(I*mb^2*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,1,1,1,3,"((-I)*mb^2*mc^2)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,1,0,1,0,4,"((-I)*mb^2*p2)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,1,1,1,3,"(I*mb^2*p2)/pq^2"
"bbar_photon","single_line_G2","A","b_after_photon",0,1,0,1,0,4,"((2*I)*mb^2)/pq"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,1,1,1,3,"((2*I)*mb^2)/pq"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,0,1,1,4,"((4*I)*mb^4)/pq"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,1,1,1,3,"((2*I)*mb*mc)/pq"
"bbar_photon","single_line_G2","A","b_after_photon",1,1,0,0,0,4,"((-2*I)*mb^2)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",0,2,0,1,-1,4,"((2*I)*mb^2)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",1,0,1,0,1,3,"((2*I)*mb^2)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",0,1,1,1,0,3,"((-2*I)*mb^2)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",0,1,0,1,0,4,"((2*I)*mb^4)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,1,1,1,3,"((-2*I)*mb^4)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",1,0,1,0,1,3,"((-2*I)*mb*mc)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",0,1,1,1,0,3,"((2*I)*mb*mc)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,1,1,1,3,"((2*I)*mb^3*mc)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",0,1,0,1,0,4,"((-2*I)*mb^2*mc^2)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,1,1,1,3,"((2*I)*mb^2*mc^2)/(p2*pq)"
"bbar_photon","single_line_G2","A","b_after_photon",0,0,1,1,1,3,"((-2*I)*mb*mc^3)/(p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,0,4,1,1,"((2*I)*mb*mc^2)/(mb + mc)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,0,3,0,1,"(I*mc)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,1,3,1,0,"((-I)*mc)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,0,3,1,1,"((4*I)*mb^2*mc)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,0,3,1,1,"((2*I)*mb*mc^2)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"((-7*I)*mb*mc^2)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"(I*mb*mc^2)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,0,4,1,1,"((-6*I)*mb^3*mc^2)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"(I*mc^3)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"((-I)*mc^3)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,0,4,1,1,"((4*I)*mb^2*mc^3)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,0,4,1,1,"((2*I)*mb*mc^4)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","c_spectator",2,1,0,2,0,1,"(I*mc)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,2,0,3,-1,1,"((-I)*mc)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",2,0,1,2,1,0,"((-I)*mc)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,1,3,0,0,"(I*mc)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,0,3,0,1,"((-I)*mb^2*mc)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,1,3,1,0,"(I*mb^2*mc)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,0,3,0,1,"((-I)*mb*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,2,0,4,-1,1,"(I*mb*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,1,3,1,0,"(I*mb*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,1,4,0,0,"((-I)*mb*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"(I*mb^3*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"((-I)*mb^3*mc^2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,0,3,0,1,"((2*I)*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,2,0,4,-1,1,"((-I)*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,1,3,1,0,"((-2*I)*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,1,4,0,0,"(I*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"((-I)*mb^2*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"(I*mb^2*mc^3)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"((-I)*mb*mc^4)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"(I*mb*mc^4)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"(I*mc^5)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"((-I)*mc^5)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,0,3,0,1,"((-I)*mc*p2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,1,3,1,0,"(I*mc*p2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"(I*mb*mc^2*p2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"((-I)*mb*mc^2*p2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"((-I)*mc^3*p2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"(I*mc^3*p2)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,0,3,0,1,"((-2*I)*mc)/((mb + mc)*pq)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,0,3,1,1,"((4*I)*mb^2*mc)/((mb + mc)*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"((-4*I)*mb*mc^2)/((mb + mc)*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,0,4,1,1,"((-4*I)*mb^3*mc^2)/((mb + mc)*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"((-2*I)*mc^3)/((mb + mc)*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,0,4,1,1,"((4*I)*mb^2*mc^3)/((mb + mc)*pq)"
"bbar_photon","single_line_G2","B","c_spectator",2,1,0,2,0,1,"((2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",1,2,0,3,-1,1,"((-2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",2,0,1,2,1,0,"((-2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,1,3,0,0,"((2*I)*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,0,3,0,1,"((-2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,1,3,1,0,"((2*I)*mb^2*mc)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,0,3,0,1,"((-2*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,2,0,4,-1,1,"((2*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,1,3,1,0,"((2*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,1,4,0,0,"((-2*I)*mb*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"((2*I)*mb^3*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"((-2*I)*mb^3*mc^2)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",1,1,0,3,0,1,"((4*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,2,0,4,-1,1,"((-2*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",1,0,1,3,1,0,"((-4*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,1,4,0,0,"((2*I)*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"((-2*I)*mb^2*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"((2*I)*mb^2*mc^3)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"((-2*I)*mb*mc^4)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"((2*I)*mb*mc^4)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,1,0,4,0,1,"((2*I)*mc^5)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,1,4,1,0,"((-2*I)*mc^5)/(mb*p2*pq + mc*p2*pq)"
"bbar_photon","single_line_G2","B","c_spectator",0,0,0,4,1,1,"((2*I)*mb*mc^2*pq)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,1,0,1,3,1,"(I*mb)/(mb + mc)"
"bbar_photon","single_line_G2","B","b_before_photon",0,0,0,1,4,1,"((2*I)*mb^3)/(mb + mc)"
"bbar_photon","single_line_G2","B","b_before_photon",1,1,0,0,3,1,"((3*I)*mb)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,2,0,1,2,1,"((-6*I)*mb)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,1,1,1,3,0,"(I*mb)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",1,0,0,0,4,1,"((2*I)*mb^3)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,1,0,1,3,1,"((-12*I)*mb^3)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,0,1,1,4,0,"(I*mb^3)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,0,0,1,4,1,"((-6*I)*mb^5)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,1,0,1,3,1,"((5*I)*mb^2*mc)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,0,1,1,4,0,"((-I)*mb^2*mc)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,0,0,1,4,1,"((4*I)*mb^4*mc)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,1,0,1,3,1,"((3*I)*mb*mc^2)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,0,0,1,4,1,"((2*I)*mb^3*mc^2)/((mb + mc)*p2)"
"bbar_photon","single_line_G2","B","b_before_photon",1,2,0,0,2,1,"((-I)*mb)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,3,0,1,1,1,"(((3*I)/2)*mb)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","b_before_photon",1,1,1,0,3,0,"(I*mb)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,2,1,1,2,0,"((-2*I)*mb)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,1,2,1,3,-1,"((I/2)*mb)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","b_before_photon",1,1,0,0,3,1,"((-I)*mb^3)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,2,0,1,2,1,"((2*I)*mb^3)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","b_before_photon",1,0,1,0,4,0,"(I*mb^3)/((mb + mc)*pq^2)"
"bbar_photon","single_line_G2","B","b_before_photon",0,1,1,1,3,0,"((-2*I)*mb^3)/((mb + mc)*pq^2)"
